"","source","Organization/Person Name","Organization/Person Name URL","Investor Type","Number of Investments","Number of Exits","Location","Description","Investment Stage","Number of Portfolio Organizations","Number of Partner Investments","Number of Lead Investments","Number of Diversity Investments","Number of Exits (IPO)","Accelerator Program Type","Accelerator Next Application Deadline","Accelerator Duration (in weeks)","Trend Score (90 Days)","Trend Score (30 Days)","Trend Score (7 Days)","CB Rank (Investor)","SEMrush - Monthly Visits","SEMrush - Average Visits (6 months)","SEMrush - Monthly Visits Growth","SEMrush - Visit Duration","SEMrush - Visit Duration Growth","SEMrush - Page Views / Visit","SEMrush - Page Views / Visit Growth","SEMrush - Bounce Rate","SEMrush - Bounce Rate Growth","Apptopia - Number of Apps","Apptopia - Downloads Last 30 Days","BuiltWith - Active Tech Count","G2 Stack - Total Products Active","IPqwery - Patents Granted","IPqwery - Trademarks Registered","IPqwery - Most Popular Patent Class","IPqwery - Most Popular Trademark Class","Aberdeen - IT Spend","Aberdeen - IT Spend Currency","Aberdeen - IT Spend Currency (in USD)"
"3221","INVESTORS/investors-2021-11-26 (4).csv","HDS Capital","https://www.crunchbase.com/organization/hds-capital","Venture Capital",33,9,"New York, New York, United States","HDS Capital invests in, mentors, and provides access and contacts to startups at the intersection of technology, retail and fashion.","Early Stage Venture, Seed",30,NA,1,14,9,NA,NA,NA,-1.4,-0.2,0,22958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"3222","INVESTORS/investors-2021-11-26 (4).csv","DoCoMo Capital","https://www.crunchbase.com/organization/docomo-capital","Venture Capital",33,13,"Palo Alto, California, United States","DOCOMO Capital is a company which introduces leading-edge mobile services based on highly advanced technologies to the 53 million+","Early Stage Venture, Late Stage Venture, Seed",23,NA,7,3,13,NA,NA,NA,-0.1,-0.2,-0.1,27760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"3223","INVESTORS/investors-2021-11-26 (4).csv","BlueStream Ventures","https://www.crunchbase.com/organization/bluestream-ventures","Venture Capital",33,11,"Stillwater, Minnesota, United States","We are BlueStream Ventures, a venture capital partnership focused on technology companies in communications, enterprise and infrastructure","Early Stage Venture, Late Stage Venture",18,NA,11,NA,11,NA,NA,NA,1.2,0.5,0.6,31296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"3224","INVESTORS/investors-2021-11-26 (4).csv","Galileo Partners","https://www.crunchbase.com/organization/galileo-partners","Venture Capital",33,11,"Paris, Ile-de-France, France","Galileo Partners focuses on funding innovative companies in the Internet, software, electronics, semi-conductors, telecommunications,","Early Stage Venture, Late Stage Venture",19,NA,3,3,11,NA,NA,NA,-0.1,-0.1,0,33166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"3225","INVESTORS/investors-2021-11-26 (4).csv","Argo Global Capital","https://www.crunchbase.com/organization/argo-global-capital","Venture Capital",33,14,"Wakefield, Massachusetts, United States","Argo Global Capital is a venture capital firm.","Early Stage Venture, Late Stage Venture, Private Equity",22,NA,7,NA,14,NA,NA,NA,0.3,0,0.7,33993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3226","INVESTORS/investors-2021-11-26 (4).csv","Kite Ventures","https://www.crunchbase.com/organization/kite-ventures","Venture Capital",33,13,"Moscow, Moscow City, Russian Federation","Kite Ventures is a global venture investment company specializing in marketplace and transactional network investments.","Early Stage Venture, Late Stage Venture, Secondary Market",21,NA,9,NA,13,NA,NA,NA,2.6,1.2,-0.2,74025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3227","INVESTORS/investors-2021-11-26 (4).csv","Takeda","https://www.crunchbase.com/organization/takeda-pharmaceutical","Venture Capital",32,10,"Osaka, Osaka, Japan","Takeda Pharmaceutical Company Limited operates as a research-based pharmaceutical company in Japan.",NA,29,NA,14,2,10,NA,NA,NA,-0.3,3.8,-0.4,248,411487,483194,"4.64%",306,"-2.24%",2.49,"18.86%","58.05%","-7.52%",6,NA,73,25,NA,864,"Medical Or Veterinary Science; Hygiene","Pharmaceutical, veterinary and sanitary products",NA,NA,NA
"3228","INVESTORS/investors-2021-11-26 (4).csv","Virtual Network","https://www.crunchbase.com/organization/virtual-network-sa","Incubator, Venture Capital",32,9,"Nyon, Vaud, Switzerland","Swiss Internet Group developing, financing and incubating digital projects since 1997.","Convertible Note, Early Stage Venture, Secondary Market, Seed",31,NA,4,NA,9,NA,NA,NA,-0.4,-0.5,-0.1,15679,119,11943.5,"-23.72%",8,"0%",4,"0%","0%",NA,NA,NA,5,NA,NA,NA,NA,NA,439300,"USD",439300
"3229","INVESTORS/investors-2021-11-26 (4).csv","SCP Partners","https://www.crunchbase.com/organization/scp-partners","Venture Capital",32,9,"Wayne, Pennsylvania, United States","SCP Partners is a U.S.-based investment firm focused on investments in ICT, life sciences, services, and defense and security.","Early Stage Venture, Late Stage Venture",18,NA,15,3,9,NA,NA,NA,1.7,2.1,1.4,20043,1022,NA,NA,23,NA,1.67,NA,"33.33%",NA,NA,NA,5,NA,NA,NA,NA,NA,105376,"USD",105376
"3230","INVESTORS/investors-2021-11-26 (4).csv","Aju IB Investment","https://www.crunchbase.com/organization/aju-ib-investment","Venture Capital",32,12,"Yeoksamdong, Seoul-t'ukpyolsi, South Korea","Aju IB Investment is a Korean venture capital firm specialized in providing investments for SMEs across all stages of development.","Late Stage Venture",27,NA,5,2,12,NA,NA,NA,-1.1,-0.3,-0.1,22026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"3231","INVESTORS/investors-2021-11-26 (4).csv","Reuters Venture Capital","https://www.crunchbase.com/organization/reuters-venture-capital","Venture Capital",32,22,"London, England, United Kingdom","RVC, the former venture capital arm of Reuters, was set up in 1994 and began investing with RVC.",NA,30,NA,9,NA,22,NA,NA,NA,1.9,-0.2,0,24195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"3232","INVESTORS/investors-2021-11-26 (4).csv","MDS Capital","https://www.crunchbase.com/organization/mds-capital","Venture Capital",32,18,"New York, New York, United States","MDS Capital Corp. was established in 1988 to participate in the financing and development of health-related technologies.","Early Stage Venture, Late Stage Venture",25,NA,5,1,18,NA,NA,NA,-0.1,-0.2,-0.1,34157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3233","INVESTORS/investors-2021-11-26 (4).csv","MRL Ventures Fund","https://www.crunchbase.com/organization/mrl-venture-fund","Corporate Venture Capital, Venture Capital",31,10,"Cambridge, Massachusetts, United States","MRL Ventures is Merck’s independent early-stage therapeutics venture capital fund.","Convertible Note, Early Stage Venture, Seed, Venture",19,NA,5,4,10,NA,NA,NA,0.6,4.9,-0.2,2132,1115,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"3234","INVESTORS/investors-2021-11-26 (4).csv","137 Ventures","https://www.crunchbase.com/organization/137-ventures","Venture Capital",31,14,"San Francisco, California, United States","137 Ventures is a growth stage venture fund with an innovative secondary investment structure.","Late Stage Venture",29,NA,NA,5,14,NA,NA,NA,5.3,4.7,-0.2,3709,1452,NA,"-72.84%",0,"1,400%",1,"-69.24%","100%","300.8%",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3235","INVESTORS/investors-2021-11-26 (4).csv","Michael J. Fox Foundation","https://www.crunchbase.com/organization/the-michael-j-fox-foundation","Incubator",31,12,"New York, New York, United States","Michael J. Fox Foundation is dedicated to finding better treatments and cure for Parkinson’s disease.","Grant",28,NA,19,6,12,NA,NA,NA,-0.4,-1.4,-0.3,6986,356908,469735.83,"-12.97%",492,"11.56%",2.35,"8.42%","75.52%","-0.4%",1,NA,73,NA,1,6,"Organic Chemistry","Insurance; financial affairs",NA,NA,NA
"3236","INVESTORS/investors-2021-11-26 (4).csv","Soleus Capital","https://www.crunchbase.com/organization/soleus-capital","Private Equity Firm, Venture Capital",31,13,"Greenwich, Connecticut, United States","Soleus Capital is a private equity firm.","Early Stage Venture, Private Equity",26,NA,6,4,13,NA,NA,NA,-0.5,-0.2,-0.1,7318,1232,NA,NA,62,NA,3,NA,"0%",NA,NA,NA,13,NA,0,1,NA,"Insurance; financial affairs",NA,NA,NA
"3237","INVESTORS/investors-2021-11-26 (4).csv","Accelmed","https://www.crunchbase.com/organization/accelmed","Venture Capital",31,9,"Aventura, Florida, United States","Accelmed is a venture capital firm that funds private and public medical device companies with market potential and proven clinical data.","Early Stage Venture, Late Stage Venture",23,NA,15,1,9,NA,NA,NA,2.9,-0.6,-0.1,9730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"3238","INVESTORS/investors-2021-11-26 (4).csv","Adobe Ventures","https://www.crunchbase.com/organization/adobe-ventures","Venture Capital",31,16,"San Jose, California, United States","Adobe Ventures is Adobe's investment arm. Adobe Ventures aims to invest approximately $100 million between 2008-2011 in companies","Early Stage Venture, Late Stage Venture, Seed",23,NA,6,1,16,NA,NA,NA,0.8,0,0,18119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"3239","INVESTORS/investors-2021-11-26 (4).csv","Augusta Investments LLC","https://www.crunchbase.com/organization/urizen-ventures-i","Venture Capital",31,12,"San Francisco, California, United States","Seed/Early Technology Investments","Early Stage Venture, Seed",31,NA,NA,7,12,NA,NA,NA,-0.1,-0.1,0,22535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3240","INVESTORS/investors-2021-11-26 (4).csv","Sunbridge Partners","https://www.crunchbase.com/organization/sunbridge-partners","Venture Capital",31,12,"Beachwood, Ohio, United States","SunBridge is a growth-stage investor helping global SaaS leaders launch and scale their Japan subsidiaries using a JV model","Early Stage Venture, Late Stage Venture, Private Equity, Seed",20,NA,9,NA,12,NA,NA,NA,0.1,0,0.1,22836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3241","INVESTORS/investors-2021-11-26 (4).csv","Summerhill Venture Partners","https://www.crunchbase.com/organization/summerhill-venture-partners","Venture Capital",31,11,"Toronto, Ontario, Canada","Summerhill Venture Partners is an early-stage venture capital firm focused on the wireless, digital media, and IT sectors.","Early Stage Venture, Late Stage Venture",15,NA,5,NA,11,NA,NA,NA,3.3,1.7,1.5,22964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"3242","INVESTORS/investors-2021-11-26 (4).csv","Axiom Ventures","https://www.crunchbase.com/organization/axiom-ventures","Venture Capital",31,14,"Hartford, Connecticut, United States","Axiom Ventures is a financial organisation which targets its investments in the high technology(communications, software, Internet","Late Stage Venture, Private Equity",21,NA,2,NA,14,NA,NA,NA,-0.1,0.5,0,24516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"3243","INVESTORS/investors-2021-11-26 (4).csv","Nordic Venture Partners (Sweden)","https://www.crunchbase.com/organization/nordic-venture-partners","Venture Capital",31,14,"Copenhagen, Hovedstaden, Denmark","Nordic Venture Partners (Sweden) is a venture capital firm with a portfolio of investments in the Information and Communications Technology.","Early Stage Venture, Late Stage Venture",22,NA,9,NA,14,NA,NA,NA,-0.1,-0.1,-0.1,25496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"3244","INVESTORS/investors-2021-11-26 (4).csv","WK Technology Fund","https://www.crunchbase.com/organization/wk-technology-fund","Venture Capital",31,9,"Taipei, T'ai-pei, Taiwan","WK Technology Fund is a full spectrum venture capital firm focused on the communications, semiconductor, IT, medical instruments and clean","Early Stage Venture, Late Stage Venture",21,NA,9,NA,9,NA,NA,NA,-0.3,-0.1,0.3,30112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"3245","INVESTORS/investors-2021-11-26 (4).csv","Global Life Science Ventures","https://www.crunchbase.com/organization/global-life-science-ventures","Venture Capital",31,14,"München, Bayern, Germany","Global Life Science Ventures is a swiss investment fund focusing exclusively on the life sciences sector.","Debt, Early Stage Venture, Late Stage Venture",21,NA,9,2,14,NA,NA,NA,-0.2,-0.2,0.7,33679,73,NA,NA,99,NA,10,NA,"0%",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3246","INVESTORS/investors-2021-11-26 (4).csv","InveStar Capital","https://www.crunchbase.com/organization/investar-capital","Venture Capital",31,14,"San Jose, California, United States","Founded in 1996, InveStar Capital, Inc. is a venture capital firm with offices in the United States and Taiwan. We, at InveStar, focus on","Early Stage Venture",21,NA,3,NA,14,NA,NA,NA,2.4,0,0,34498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3247","INVESTORS/investors-2021-11-26 (4).csv","Diamondhead Ventures","https://www.crunchbase.com/organization/diamondhead-ventures","Venture Capital",31,12,"Menlo Park, California, United States","Diamondhead Ventures is an early-stage technology venture capital firm investing in start-ups with disruptive innovations.","Early Stage Venture, Late Stage Venture",15,NA,3,3,12,NA,NA,NA,-0.6,-0.6,-0.2,37426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"3248","INVESTORS/investors-2021-11-26 (4).csv","Bracket Capital","https://www.crunchbase.com/organization/bracket-capital","Private Equity Firm, Venture Capital",30,11,"Beverly Hills, California, United States","Bracket Capital is a global, multi-asset investment manager.","Late Stage Venture, Private Equity",30,NA,NA,6,11,NA,NA,NA,-1.3,-0.1,0,3953,4664,NA,NA,607,NA,2.67,NA,"52.19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3249","INVESTORS/investors-2021-11-26 (4).csv","Qumra Capital","https://www.crunchbase.com/organization/qumra-capital","Venture Capital",30,9,"Tel Aviv, Tel Aviv, Israel","Qumra Capital is a growth capital fund that invests in late-stage technology-driven companies.","Late Stage Venture",18,NA,16,2,9,NA,NA,NA,3.9,5.3,2.9,4391,8750,NA,"7,013.82%",82,"256.52%",3.29,"9.52%","42.86%",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"3250","INVESTORS/investors-2021-11-26 (4).csv","Fidelity International","https://www.crunchbase.com/organization/fidelity-international-limited","Venture Capital",30,9,"London, England, United Kingdom","Fidelity International offers world class investment solutions and retirement expertise to institutions, individuals and their advisers.","Early Stage Venture",29,NA,14,NA,9,NA,NA,NA,-1.4,-0.1,-0.2,5963,89231,50220.33,"32.24%",228,"61.7%",2.12,"26.35%","59.22%","-20.61%",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"3251","INVESTORS/investors-2021-11-26 (4).csv","LifeSci Venture Partners","https://www.crunchbase.com/organization/lifesci-venture-partners","Venture Capital",30,12,"New York, New York, United States","LifeSci Venture Partners is an early-stage investment firm that invests in early-stage life sciences and healthcare companies.","Early Stage Venture",24,NA,2,7,12,NA,NA,NA,-0.9,2.7,-0.2,7596,3976,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"3252","INVESTORS/investors-2021-11-26 (4).csv","Eventide Asset Management","https://www.crunchbase.com/organization/eventide-asset-management","Venture Capital",30,17,"Omaha, Nebraska, United States","Evantide Asset Management, LLC provides investments for individuals, financial advisors, and institutions.",NA,27,NA,8,5,17,NA,NA,NA,-0.4,-0.2,-0.1,9507,11892,NA,"127.55%",136,"-58.15%",1.4,"-6.69%","82.12%","23.17%",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"3253","INVESTORS/investors-2021-11-26 (4).csv","Fortino Capital","https://www.crunchbase.com/organization/fortinocapital","Private Equity Firm, Venture Capital",30,10,"Zaventem, Vlaams-Brabant, Belgium","Fortino Capital is an investment firm that actively supports and advises growth companies.","Early Stage Venture, Late Stage Venture, Private Equity",26,NA,18,NA,10,NA,NA,NA,-0.5,-0.1,0,11913,710,NA,"27.93%",0,NA,1,"-88.36%","100%",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"3254","INVESTORS/investors-2021-11-26 (4).csv","TempoCap","https://www.crunchbase.com/organization/tempocap","Venture Capital",30,12,"London, England, United Kingdom","TempoCap is a growth and secondary direct venture investment firm.","Late Stage Venture, Secondary Market",29,NA,3,NA,12,NA,NA,NA,-0.5,-0.1,0,16418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,41058,"USD",41058
"3255","INVESTORS/investors-2021-11-26 (4).csv","Quixotic Ventures","https://www.crunchbase.com/organization/quixotic-ventures","Venture Capital",30,11,"Miami, Florida, United States","Quixotic Ventures is an active investor in early stage companies.","Early Stage Venture, Seed",30,NA,1,7,11,NA,NA,NA,-0.1,0.5,0,17274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"3256","INVESTORS/investors-2021-11-26 (4).csv","CTI Life Sciences Fund","https://www.crunchbase.com/organization/cti-life-sciences-fund-2","Venture Capital",30,10,"Montréal, Quebec, Canada","CTI makes venture capital investments mostly in biotech companies at the pre-clinical and clinical development stages.",NA,21,NA,8,NA,10,NA,NA,NA,0.7,1.6,-0.1,18059,1028,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"3257","INVESTORS/investors-2021-11-26 (4).csv","Aravis Ventures","https://www.crunchbase.com/organization/aravis-ventures","Private Equity Firm, Venture Capital",30,11,"Zürich, Zurich, Switzerland","Aravis Ventures is a private equity firm that invests in renewable energy and life sciences sector.","Early Stage Venture, Late Stage Venture",18,NA,9,1,11,NA,NA,NA,0.7,2.4,0.4,20337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
"3258","INVESTORS/investors-2021-11-26 (4).csv","Nexit Ventures","https://www.crunchbase.com/organization/nexit-ventures","Venture Capital",30,13,"Helsinki, Southern Finland, Finland","Nexit Ventures is a venture capital firm focused on digital disruption.","Early Stage Venture, Late Stage Venture",20,NA,17,NA,13,NA,NA,NA,0,-0.1,-0.1,22911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
"3259","INVESTORS/investors-2021-11-26 (4).csv","RSE Ventures","https://www.crunchbase.com/organization/rse-ventures","Incubator, Private Equity Firm, Venture Capital",30,11,"New York, New York, United States","RSE Ventures is a private investment firm that focuses on sports & entertainment, media & marketing, food & lifestyle and technology.","Late Stage Venture, Venture",26,NA,8,4,11,NA,NA,NA,-1.3,-0.4,-0.1,26437,2349,4768,"-64.79%",686,"110.43%",3.5,"40.15%","50%","50.74%",NA,NA,39,NA,0,1,NA,"Education; entertainment",12970,"USD",12970
"3260","INVESTORS/investors-2021-11-26 (4).csv","SMH Venture Finance Limited","https://www.crunchbase.com/organization/yfm-venture-finance","Private Equity Firm, Venture Capital",30,9,NA,"SMH Venture Finance Limited is an independent private equity business that invests in small- and medium-sized enterprises.","Early Stage Venture, Late Stage Venture, Seed",26,NA,12,NA,9,NA,NA,NA,1.8,3.9,0.3,40075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"3261","INVESTORS/investors-2021-11-26 (4).csv","Teknoinvest","https://www.crunchbase.com/organization/teknoinvest","Venture Capital",30,10,"Oslo, Oslo, Norway","Teknoinvest is a premier Scandinavian venture capital company. They invest in areas of emerging technologies within the ITC and Life","Early Stage Venture, Late Stage Venture",15,NA,3,NA,10,NA,NA,NA,-0.3,-0.1,0,41906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"3262","INVESTORS/investors-2021-11-26 (4).csv","Quester Capital","https://www.crunchbase.com/organization/quester-capital","Venture Capital",30,10,"Kuala Lumpur, Kuala Lumpur, Malaysia","Quester Capital is a Kuala Lumpur-based principal investment firm making venture capital investments in early-stage companies.","Early Stage Venture, Late Stage Venture",20,NA,9,NA,10,NA,NA,NA,-0.7,-0.2,-0.2,47700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"3263","INVESTORS/investors-2021-11-26 (4).csv","Scotia Capital","https://www.crunchbase.com/organization/scotia-capital","Venture Capital",30,20,"Houston, Texas, United States","Scotia Capital is a Mining Group.",NA,21,NA,7,NA,20,NA,NA,NA,-1.1,-1.3,0,61659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"3264","INVESTORS/investors-2021-11-26 (4).csv","Haywood Securities Inc.","https://www.crunchbase.com/organization/haywood-securities-inc","Venture Capital",29,23,"Vancouver, British Columbia, Canada","Haywood Securities is an investment firm that invests in the institutional and retail markets.",NA,27,NA,13,NA,23,NA,NA,NA,5.9,6.7,6.5,6531,11702,23425,"-53.73%",309,"-58.85%",7.81,"-32.78%","25.56%","-23.29%",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"3265","INVESTORS/investors-2021-11-26 (4).csv","Radar Partners","https://www.crunchbase.com/organization/radar-partners","Venture Capital",29,9,"Palo Alto, California, United States","Radar Partners is a principal investment firm. The firm invests in early stage technology companies.","Early Stage Venture, Seed",19,NA,3,5,9,NA,NA,NA,0.6,-0.4,-0.1,14101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3266","INVESTORS/investors-2021-11-26 (4).csv","Weston Presidio Capital","https://www.crunchbase.com/organization/weston-presidio-capital","Venture Capital",29,13,"Boston, Massachusetts, United States","Weston Presidio Capital is a general venture capital firm that focuses its investments within the United States but targets a wide variety","Early Stage Venture, Private Equity",21,NA,11,2,13,NA,NA,NA,1.1,1.2,0.6,14822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,12211348,"USD",12211348
"3267","INVESTORS/investors-2021-11-26 (4).csv","Pacific Venture Group","https://www.crunchbase.com/organization/pacific-venture-group","Private Equity Firm, Venture Capital",29,10,"Encino, California, United States","Pacific Venture Group is a private equity and venture capital firm specializing in early and expansion-stage investments.",NA,22,NA,6,2,10,NA,NA,NA,-0.3,-0.4,-0.2,25485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"3268","INVESTORS/investors-2021-11-26 (4).csv","RedShift Ventures","https://www.crunchbase.com/organization/redshift-ventures","Venture Capital",29,11,"Chevy Chase, Maryland, United States","RedShift Ventures is a early-stage venture capital firm that works on rapidly commercializing new technologies.","Early Stage Venture, Late Stage Venture",20,NA,7,1,11,NA,NA,NA,-0.1,0,0,30375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"3269","INVESTORS/investors-2021-11-26 (4).csv","RMI Partners","https://www.crunchbase.com/organization/rmi-partners","Venture Capital",29,9,"Moscow, Moscow City, Russian Federation","RMI Partners is VC firm focused on breakthrough developments of pharmaceutical products and technologies based in the U.S. and Russia.","Early Stage Venture, Late Stage Venture",17,NA,12,2,9,NA,NA,NA,0.1,0,-0.1,30598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,3,NA,"Advertising; business",NA,NA,NA
"3270","INVESTORS/investors-2021-11-26 (4).csv","Venture Strategy Partners","https://www.crunchbase.com/organization/venture-strategy-partners","Venture Capital",29,11,"San Francisco, California, United States","VSP Capital is a venture capital firm that typically invests up to $5 million in initial rounds of funding, and aims to invest a total of","Early Stage Venture, Late Stage Venture",23,NA,9,NA,11,NA,NA,NA,1.4,0,-0.3,33379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"3271","INVESTORS/investors-2021-11-26 (4).csv","The Challenge Fund","https://www.crunchbase.com/organization/the-challenge-funds","Venture Capital",29,14,"Tel Aviv, Tel Aviv, Israel","The Challenge Fund are two Delaware limited partnerships focused on equity investments in Israel-related privately held and publicly","Early Stage Venture, Late Stage Venture",18,NA,1,3,14,NA,NA,NA,-0.1,-0.1,0.2,36261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"3272","INVESTORS/investors-2021-11-26 (4).csv","TFTR Investment","https://www.crunchbase.com/organization/tftr-investment","Venture Capital",29,13,"Wuhan, Hubei, China","TFTR Investment is dedicated to becoming the capital partner of industries and enterprises through equity investment and capital services.","Early Stage Venture, Late Stage Venture",27,NA,5,NA,13,NA,NA,NA,-0.7,0,1.2,43885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"3273","INVESTORS/investors-2021-11-26 (4).csv","Partner Fund Management","https://www.crunchbase.com/organization/partner-fund-management","Venture Capital",29,19,"San Francisco, California, United States","Partner Fund Management provides services to pooled investment vehicles.",NA,22,NA,6,7,19,NA,NA,NA,-0.6,-0.3,0,44363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,3,NA,"Insurance; financial affairs",NA,NA,NA
"3274","INVESTORS/investors-2021-11-26 (4).csv","Jerusalem Global Ventures","https://www.crunchbase.com/organization/jerusalem-global-ventures","Venture Capital",29,17,"Jerusalem, Yerushalayim, Israel","Jerusalem Global Ventures is an Israeli Investment Firm focused on funding technology startups.","Early Stage Venture, Late Stage Venture",26,NA,8,3,17,NA,NA,NA,-0.7,-0.3,-0.2,45837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"3275","INVESTORS/investors-2021-11-26 (4).csv","Jefferies","https://www.crunchbase.com/organization/jefferies-group","Investment Bank, Venture Capital",28,9,"New York, New York, United States","Jefferies provides research and execution services in equity, fixed income, and foreign exchange markets.","Debt",19,NA,9,5,9,NA,NA,NA,-0.3,-0.4,-0.2,4395,281378,319051.33,"99.81%",514,"-9.51%",2.85,"12.53%","22.19%","-47.5%",NA,NA,69,30,NA,NA,NA,NA,3016114,"USD",3016114
"3276","INVESTORS/investors-2021-11-26 (4).csv","Wicklow Capital","https://www.crunchbase.com/organization/wicklow-capital","Venture Capital",28,10,"Chicago, Illinois, United States","Wicklow Capital is a Chicago-based venture capital firm specialized in late-stage venture investments.","Late Stage Venture",25,NA,7,2,10,NA,NA,NA,-0.6,0.1,0.1,9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3277","INVESTORS/investors-2021-11-26 (4).csv","Team Europe","https://www.crunchbase.com/organization/team-europe-ventures","Incubator",28,10,"Berlin, Berlin, Germany","Team Europe is a technology holding company that helps build internet companies.","Early Stage Venture, Late Stage Venture, Seed",22,NA,3,NA,10,NA,NA,NA,-0.1,-0.1,0.1,11517,260,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,21,9,NA,NA,NA,NA,28276885,"USD",28276885
